id,trigger,conditions,script,text,options,notes
gaFCSearchIsirahSummaryComms3,GAFCSearchIsirahSummary,"$isPerson
$global.gaFC_isirahClues >= 2","$gaFC_confrontAdmin = true
Call $global.gaFC_ref updateStage","With two different pieces of evidence, you feel confident that you have sufficient leverage to confront authorities at Laicaille Habitat about Scylla Coureuse.

It is time to talk to the archon of Laicaille Habitat.",cutCommLink:Leave,
gaFCSearchIsirahSummaryDialog2,GAFCSearchIsirahSummary,$global.gaFC_isirahClues == 1,,"With only one piece of evidence that Coureuse is at Laicaille Habitat you're not absolutely certain this would not be dismissed as merely circumstantial if you attempted to leverage it against the authorities in some way.

You need to find one more piece of corroborating evidence.",defaultLeave:Leave,
gaFCSearchIsirahSummaryDialog3,GAFCSearchIsirahSummary,$global.gaFC_isirahClues >= 2,"$gaFC_confrontAdmin = true
Call $global.gaFC_ref updateStage","With two different pieces of evidence, you feel confident that you have sufficient leverage to confront authorities at Laicaille Habitat about Scylla Coureuse.

It is time to talk to the archon of Laicaille Habitat.",defaultLeave:Leave,
# gaFC Groombridge Habitat secret relay,,,,,,
gaFCGroombridgeSearchStart,OpenInteractionDialog,"$id == groombridge_habitat
$global.gaFC_gotIsirahLeadFromProbes
Call $global.gaFC_ref updateData
$global.gaFC_searchIsirah score:1000
!$global.gaFC_foundGroombridgeRelay","ShowDefaultVisual
PrintDescription 3",,"gaFC_groombridgeSearch1:Search the station for a makeshift hypercomm receiver
defaultLeave:Leave",
gaFCGroombridgeSearch1,DialogOptionSelected,$option == gaFC_groombridgeSearch1,,"You assemble your senior officers to discuss the matter of the Coureuse-related hypercomms directed at the Isirah System. A preliminary scan of the Groombridge Habitat rotates slowly in the holoprojector's display. 

""Theoretically,"" your nav officer says, ""A hyperspace-interacting field could be pulsed only periodically. It'd be impossible to detect unless we caught it at the right moment. And we don't know the schedule.""",gaFC_groombridgeSearch2:Continue,
gaFCGroombridgeSearch2,DialogOptionSelected,$option == gaFC_groombridgeSearch2,,"Comms speaks up, ""The same principle could be applied to the intra-system relay. Data could be cached, then pulsed to a habitat, ship, another relay..."" 

Your ops chief speaks, ""-And that reactor shootin' rads like it is, no one would look too close. Or hang around long. Only way to search is,"" a thoughtful pause, ""Rad-armored drones. One-way trip. If a relay is in there, it'll have a damn strong rad-shield.""","gaFC_groombridgeSearch3:""Then you know what to look for. Make it happen.""",
gaFCGroombridgeSearch3,DialogOptionSelected,$option == gaFC_groombridgeSearch3,,"Your bridge crew exchanges looks - their captain is giving another one of those orders - while your ops chief leans back, deep in thought.",gaFC_groombridgeSearch4:Continue,
gaFCGroombridgeSearch4,DialogOptionSelected,$option == gaFC_groombridgeSearch4,,"At the turn of the next shift the armored drones are prepared, and your ops chief oversees their deployment. You follow their progress through the projection of Groombridge Habitat, filling in fuzzy volumes - shielded from your scans or too radioactive to get a good read - with sharp details. An anomalous shielded mass is found soon enough in a damaged work bay in close proximity to the deadly core of the station.  

Tech and comms begin discussing how to breach and hack the relay; your ops chief growls an interruption, ""If I were them, I'd rig it to blow if it got looked at funny."" The other officers go quiet.

Sensors speaks up, ""We just have to intercept an in-system signal, right? Assuming it's tightcast, we could deploy a, um, cloud of detectors."" Your ops chief looks at your sensors officer and sighs.
","gaFC_groombridgeSearch5:""Do it.""",
gaFCGroombridgeSearch5,DialogOptionSelected,$option == gaFC_groombridgeSearch5,"$global.gaFC_knowWhereScyllaIs = true
$global.gaFC_foundGroombridgeRelay = true
$global.gaFC_isirahClues++
FireBest GAFCSearchIsirahSummary","Within hours of establishing a makeshift detection cloud, the relay sends a comms squirt. The whiff of an outbound signal is projected by your navigator on your flagship bridge main holodisplay, the line points toward Laicaille Habitat. Not quite, but close enough. Maybe a relay in a close orbit.

""We just have to follow the path of the beam,"" your comms officer comments.",,
gaFCGroombridgeSearchBStart,OpenInteractionDialog,"$id == groombridge_habitat
$global.gaFC_ghostStory
Call $global.gaFC_ref updateData
$global.gaFC_searchIsirah score:1000
!$global.gaFC_foundGroombridgeRelay","ShowDefaultVisual
PrintDescription 3",,"gaFC_groombridgeSearchB1:Search the station for the source of the mysterious signals
defaultLeave:Leave",
gaFCGroombridgeSearchB1,DialogOptionSelected,$option == gaFC_groombridgeSearchB1,,"You assemble your senior officers to discuss the matter of secret comms bursts directed at the Isirah System. A preliminary scan of the Groombridge Habitat rotates slowly in the holoprojector's display. 

""Why here? I mean, rhetorically speaking,"" your nav officer says, ""Because the only reason to relay signals from here to Laicaille is if your signals were coming from a hidden hypercomm relay.""

Your comms officer raises a hand, and at your nod speaks, ""It's unconventional. But Groombridge is uninhabited, so no one would complain about hyperwave wash.""

Your ops chief speaks next, ""The reactor shootin' rads like it is, no one would look too close. No scavengers."" ","gaFC_groombridgeSearchB2:""If there was a hypercomm relay here, how would we find it?""",
gaFCGroombridgeSearchB2,DialogOptionSelected,$option == gaFC_groombridgeSearchB2,,"""Rad-armored drones,"" your ops chief says. ""One-way trip. If a relay is in there, it'd have a damn strong rad-shield, so we'll know what to look for.""","gaFC_groombridgeSearchB3:""Do it.""",
gaFCGroombridgeSearchB3,DialogOptionSelected,$option == gaFC_groombridgeSearchB3,,"At the turn of the next shift, the armored drones are prepared and your ops chief oversees their deployment. You follow their progress through the projection of Groombridge Habitat, filling in fuzzy volumes - shielded from your scans or too radioactive to get a good read - with sharp details. An anomalous shielded mass is found soon enough in a damaged work bay in close proximity to the deadly core of the station.  

Tech and comms begin discussing how to breach and hack the relay; your ops chief growls an interruption, ""If I were them, I'd rig it to blow if it got looked at funny."" The other officers go quiet.

Sensors speaks up, ""We just have to intercept an in-system signal, right? Assuming it's tightcast, we could deploy a, um, cloud of detectors."" Your ops chief looks at your sensors officer and sighs.","gaFC_groombridgeSearchB4:""Make it so.""",
gaFCGroombridgeSearchB4,DialogOptionSelected,$option == gaFC_groombridgeSearchB4,"$global.gaFC_knowWhereScyllaIs = true
$global.gaFC_foundGroombridgeRelay = true
$global.gaFC_isirahClues++
FireBest GAFCSearchIsirahSummary","Within hours of establishing a makeshift detection cloud, the relay sends a comms squirt. The whiff of an outbound signal is projected by your navigator on your flagship bridge main holodisplay, the line points toward Laicaille Habitat. Not quite, but close enough. Maybe a relay in a close orbit.

This is the sort of tech Coureuse is familiar with, and even if it is arguably circumstantial, it's a weird enough setup that you can probably scare the authorities at Laicaille with the revelation.

Ghosties indeed. ",,
,,,,,,
# gaFC Kapteyn Starworks,,,,,,
"# gaFC Kapteyn admin (""boss"")",,,,,,
gaFCKapteynAdminGreetAgain,PickGreeting,"$postId == administrator
$market.id == station_kapteyn
$wasAnnoying == true","ShowPersonVisual
FireAll PopulateOptions","The pirate boss looks annoyed as soon as $heOrShe turns to the comm feed. ""You again.""",,
gaFCKapteynBotherAdministrator,PopulateOptions,"$global.gaFC_searchIsirah
$postId == administrator
$market.id == station_kapteyn
Call $global.gaFC_ref updateData
$gaFC_stage == SEARCH_ISIRAH score:1000
!$global.gaFC_knowAboutLeagueOp",,,"gaFC_kapteynBossBother1:""I'm looking for someone called Scylla Coureuse.""",
gaFCKapteynBossBother1,DialogOptionSelected,$option == gaFC_kapteynBossBother1,,"$HeOrShe looks you over, licks $hisOrHer lips, and thinks the question over for a moment. 

""Might know someone by the name, might not. Why should I tell you?""","gaFC_kapteynBossBribeStart:""Let's talk about credits.""
gaFC_kapteynBossAppeal:""I'm one of you, you can work with me. I've got a reputation.""
gaFC_kapteynBossKantaAppeal:""Because uh, Warlord Kanta said so?""
cutCommLink:Отключить связь",
gaFCKapteynBossBribeStart,DialogOptionSelected,"$option == gaFC_kapteynBossBribeStart
Call $global.gaFC_ref updateData","Highlight $gaFC_kapteynBribeCost 
DoCanAffordCheck $gaFC_kapteynBribeCost gaFC_kapteynBossOfferBribe false","The pirate boss leans forward. ""You have my attention, good captain.""

""If you could come up with... let's say $gaFC_kapteynBribeCost reasons why I should help you out, it might be that I'd be so inclined.""","gaFC_kapteynBossBribe:Accept
gaFC_kapteynBossBother1:""Let's talk about Scylla Coureuse again, instead.""",
gaFCKapteynBossKantaAppeal,DialogOptionSelected,$option == gaFC_kapteynBossKantaAppeal,"AdjustRepActivePerson INHOSPITABLE -1
$wasAnnoying = true","""No she didn't. Get lost."" 

The pirate boss slaps at the comms console and the line disconnects, leaving you staring at static over nothing.",cutCommLink:Отключить связь,
gaFCKapteynBossAppeal,DialogOptionSelected,$option == gaFC_kapteynBossBribe,"AdjustRepActivePerson COOPERATIVE 10
RemoveCommodity credits $gaFC_kapteynBribeCost","""You've got a way with words, you know that?"" $personName says with a conspiratorial smile, flashing gold teeth, ""Very persuasive.""",gaFC_kapteynBossInfoDump1:Continue,
gaFCKapteynBossAppeal2,DialogOptionSelected,$option == gaFC_kapteynBossAppeal,FireBest GAFCKapteynBossAppealResult,"The pirate boss frowns, then reaches for $hisOrHer console. ""One moment, captain.""

The comm feed blanks to an ancient holding pattern for the Eridani-Utopia Corporation.",,
gaFCKapteynBossAppealFail,GAFCKapteynBossAppealResult,$faction.relValue < 0,,,gaFC_kapteynBossAppealFailure:Wait,
gaFCKapteynBossAppealSuccess,GAFCKapteynBossAppealResult,$faction.relValue > 0,,,gaFC_kapteynBossAppealSuccess:Wait,
gaFCKapteynBossAppealSuccess2,DialogOptionSelected,$option == gaFC_kapteynBossAppealSuccess,AdjustRepActivePerson COOPERATIVE 15,"The feed flips back on. $personName is examining a datapad in $hisOrHer hands and looking much more relaxed.

""Ah, $playername. I knew I'd heard that name somewhere. Yeah, alright. You've done some things for us. So I could do a thing for you. Just you don't forget it when the goings get tough, and be sure to tell good like-minded folks that $personName is a friend to all freedom-loving individuals who've been put on the wrong side of the law.""","gaFC_kapteynBossInfoDump1:""You can count on it, friend.""",
gaFCKapteynBossAppealFailure,DialogOptionSelected,$option == gaFC_kapteynBossAppealFailure,,"The feed flips back on. $personName is examining a datapad in $hisOrHer hands. 

""Very funny, captain... $playerName. Because it looks to me more like if you'd got yourself the chance, you'd turn me in to the closest League fleet for a handful of credits and a pat on the head."" $HeOrShe drops the datapad with a clatter.

""If that's how it is, that's how it is. I don't expect anything more, and I'll shoot you down myself if you step out of line on my station. But don't pretend to be my friend when you're nothing but a fawning bootlicker when an official patrol comes sniffing around.""",gaFC_kapteynBossAppealFailure2:Continue,
gaFCKapteynBossAppealFailure2,DialogOptionSelected,$option == gaFC_kapteynBossAppealFailure2,"AdjustRepActivePerson INHOSPITABLE -5
$wasAnnoying = true","The pirate boss slaps at the comms console and the line disconnects, leaving you staring at static.",cutCommLink:Отключить связь,
gaFCKapteynBossInfoDump1,DialogOptionSelected,$option == gaFC_kapteynBossInfoDump1,,"""I may have heard something from someone. It's my business, right, knowing who's making the moves in the Isirah system, and to who."" 

$HeOrShe leans close to the comms pick-up, and speaks quietly ""Word is the Persean League started asking a lot of questions about someone named 'Coureuse', and that was because the Hegemony started asking around first.""","gaFC_kapteynBossInfoDump2:""And?""",
gaFC_kapteynBossInfoDump2,DialogOptionSelected,$option == gaFC_kapteynBossInfoDump2,,"""And then just about all at once the League snitches all stopped asking about Coureuse. That tells me, $firstName, it looks like someone found who they were looking for. It also tells me they're not a real experienced operation. Leave it to the League, right? Appointing offices by influence more than ability. I'd never abide by that."" 

""Anyway, shortly after that a unit of top pay-grade League agents fresh from Kazeron set up shop on Laicaille Habitat.""",gaFC_kapteynBossInfoDump3:Continue,
gaFC_kapteynBossInfoDump3,DialogOptionSelected,$option == gaFC_kapteynBossInfoDump3,"AddTextSmall ""Received data on Persean League intelligence operations on Laicaille Habitat"" highlight","""Now, being a curious individual and a friend of the friendless, I was on the lookout for a League crackdown on our legitimate business operations. But it didn't come. Just the same-old same-old. 'So what're those spies doing on Laicaille?', I asked myself.""

""I paid a real professional surveillance contractor and they got me list of names, rented properties, and schedule of activities. Looks like they've got some fancy safehouse set-up."" The Pirate boss taps a datapad and your comms ping to alert you to an incoming file. ""You've bought yourself a copy of the data, my friend.""","gaFC_kapteynBossInfoDump4:""I do like to keep informed.""",
gaFC_kapteynBossInfoDump4,DialogOptionSelected,$option == gaFC_kapteynBossInfoDump4,"$global.gaFC_knowWhereScyllaIs = true
$global.gaFC_knowAboutLeagueOp = true
$global.gaFC_isirahClues++
unset $wasAnnoying","$HeOrShe leans back, putting on a casual act. ""Me, I just ask questions. Maybe you're looking for answers, maybe you'll find one. Maybe it'll teach those League goons a bit of humility."" The pirate smiles broadly at this thought.

""Just don't forget who helped you along, right?""",gaFC_kapteynWrapUp:Cut the comm link,
gaFC_kapteynWrapUp,DialogOptionSelected,$option == gaFC_kapteynWrapUp,FireBest GAFCSearchIsirahSummary,,,
,,,,,,
# gaFC ask around the bar on Laicaille,,,,,,
gaFCAskAroundLaicailleBarStart,AddBarEvents,"$global.gaFC_searchIsirah
$market.id == laicaille_habitat
!$askedBarCoureuse","AddBarEvent gaFCLaicaille_barEvent ""Ask around about Scylla Coureuse"" ""It's a shot in the dark, but you could try asking if anyone here knows anything about Scylla Coureuse.""",,,
gaFCAskAroundLaicailleBar1,DialogOptionSelected,$option == gaFCLaicaille_barEvent,"$askedBarCoureuse = true
FireAll GAFCAskLaicailleBar1Options","You ask around about the missing academician, buying moderately priced drinks to lubricate the flow of information. This is a spacer bar, and though spacers try to look out for one another, you're finding little in the way of leads, mostly shrugs and apologies.

""I'm sorry you're having trouble finding your friend,"" says an off-shift dockworker in a utilitarian vacsuit liner. ""I shall pray for your reunion.""",,
gaFCAskLaicailleBar1Option1,GAFCAskLaicailleBar1Options,#$global.gaFC_hackedIsirahRelay,,,"gaFC_askLaicailleBarPather:""Wait, are you some kind of Pather?""",
gaFCAskLaicailleBar1Option2,GAFCAskLaicailleBar1Options,,,,backToBar:Return to the bar,
gaFCAskLaicailleBarPather,DialogOptionSelected,$option == gaFC_askLaicailleBarPather,,"The dockworker's expression shuts down instantly. ""I am not a 'Pather', $playerSirOrMadam. I do follow the teachings of the Church of Galactic Redemption and I'd thank you not to make bigoted assumptions. We are not all fanatics and terrorists.""

They stand, leaving an untouched drink. ""Blessings of Ludd be upon all souls, both large and small,"" they say, and stomp away.",backToBar:Return to the bar,
gaFCAskAroundLaicailleBarStartB,AddBarEvents,"$global.gaFC_searchIsirah
$market.id == laicaille_habitat
!$askedBarTechnicians","AddBarEvent gaFCLaicaille_barEvent2 ""Ask the technicians what's going on"" ""A couple technicians are griping about strange transmissions interfering with nav transponders.""",,,
gaFCAskAroundLaicailleBar2,DialogOptionSelected,$option == gaFCLaicaille_barEvent2,$askedBarTechnicians = true,"The station technicians, in grungy Laicaille Habitat jumpsuits, respond well to your offer to buy them a round and listen to their troubles. You mention having had comms disruption in an ion storm once and ask what sort of trouble they're having.

""It's strange,"" says the big one, ""There's no real pattern to it. Every few shifts, it just goes zap. Lots of noise gumming up some of the orbital beacons. Bossman makes us go out and check the beacon, and it's nothing. Lotta fooling around for no reason, I say.""

""Not no ion storm either, we'd know that,"" says the smaller partner. ""Ain't no natural wossit."" ","gaFCLaicaille_barEvent3:""What do you think it is?""",
gaFCAskAroundLaicailleBar3,DialogOptionSelected,$option == gaFCLaicaille_barEvent3,,"""Ghosties,"" says the big one, eyes wide.

The smaller one sighs and mumbles under their breath ""...Ludd's sake...""

The big one looks annoyed, ""No, let me tell it. I told you I wouldn't run your ear about it anymore, but the captain here asked nicely.""","gaFCLaicaille_barEvent4:""Please, go on.""
backToBar:""I don't need any ghost stories. Enjoy your drinks."" (leave)",
gaFCAskAroundLaicailleBar4,DialogOptionSelected,$option == gaFCLaicaille_barEvent4,,"""It's all them people that died in Groombridge when the reactor went critical,"" the big one says. ""No, not went critical. Was made critical. 'Cause it was murder.""

""They got no peace, see, 'cause it wasn't a clean death and there's no justice. So they're calling out for someone to help. That's what it is, a signal from Groombridge.""

The small one speaks up quietly, ""...can't know that.""","gaFCLaicaille_barEvent5:""How do you know the interference is coming from Groombridge?""",
gaFCAskAroundLaicailleBar5,DialogOptionSelected,$option == gaFCLaicaille_barEvent5,,"""Directional receiver,"" the big one looks proud.

""Yeah, but,"" the small one interjects, ""I gotta remind you to reset the alignment origin on that thing half the time when we're out checking beacons. The noise could be from anywhere, could be anything. Some pulsar or something.""","gaFCLaicaille_barEvent6:""I thought you said it wasn't a natural source.""",
gaFCAskAroundLaicailleBar6,DialogOptionSelected,$option == gaFCLaicaille_barEvent6,$global.gaFC_ghostStory = true,"""Well, no,"" the small one sputters, ""I'm just saying as an example. Anyway,"" they check their datapad, ""We gotta get back on-shift. Bottoms-up!""

The techs finish their drinks, give you their regards, and head out. You don't find their mixture of work and intemperance particularly reassuring, but maybe there is something weird going on at Groombridge Habitat. If someone really is sending secret encrypted signals...",backToBar:Return to the bar,
,,,,,,
# gaFC ask around the bar on Kapteyn,,,,,,
gaFCAskAroundKapteynBarStart,AddBarEvents,"$global.gaFC_searchIsirah
$market.id == station_kapteyn
!$askedBarCoureuse","AddBarEvent gaFCKapteyn_barEvent ""Ask around about Scylla Coureuse"" ""It's a shot in the dark, but you could try asking if anyone here knows anything about Scylla Coureuse.""",,,
gaFCAskAroundKapteynBar1,DialogOptionSelected,"$option == gaFCKapteyn_barEvent
Call $global.gaFC_ref updateData",Call $global.gaFC_ref showKapteynBarAgent,"You ask around about the missing academician, buying moderately priced drinks to lubricate the flow of information. This is a pirate bar, and despite their well-known enthusiasm for free booze, pirates are loathe to speak openly to anyone asking too many questions.

A shady character at the bar wearing an expensive but worn-looking coat accepts your drink. ""They think you're the Sector's dumbest undercover cop, you know.""

""But I know you're not,"" $gaFC_KBAheOrShe takes a long sip. ""A cop, that is. I saw your $shipOrFleet come in, ran some queries. It's my business, you know.""","gaFCKapteyn_barEvent2:""And what business is that?""",
gaFCAskAroundKapteynBar2,DialogOptionSelected,$option == gaFCKapteyn_barEvent2,$askedBarCoureuse = true,"""Knowing things. Selling that knowledge.""","gaFCKapteyn_barEvent3:""Then I've come to the right person.""
backToBar:""Not interested. See you around.""",
gaFCAskAroundKapteynBar3,DialogOptionSelected,$option == gaFCKapteyn_barEvent3,FireAll GAFCAskAroundKapteynBar4Hub,"$gaFC_KBAHeOrShe smiles slyly, ""Indeed you have.""

""Problem is, I've sold that knowledge and my customer might take issue if I were to distribute it without respect for our, ah, understanding of the exclusive utility of that knowledge. My customer is very important around here, if you catch my meaning. Now, if you were to approach that customer directly to work something out, you might come away with something useful.""",,
gaFCAskAroundKapteynBar4Option1,GAFCAskAroundKapteynBar4Hub,$global.gaFC_knowAboutLeagueOp,,,"gaFC_kapteynBarAlreadyKnow:""I already talked to the boss of Kapteyn and got the information.""",
gaFCAskAroundKapteynBar4Option2,GAFCAskAroundKapteynBar4Hub,!$askedAboutYourProfit,,,"gaFC_kapteynBarYourProfit:""Doesn't that cut you out of the loop? What about your profit?""",
gaFCAskAroundKapteynBar4Option3,GAFCAskAroundKapteynBar4Hub,,,,"gaFC_kapteynBarDone:""Thanks for the tip. Enjoy your drink.""",
gaFCAskAroundKapteynBarKnow,DialogOptionSelected,$option == gaFC_kapteynBarAlreadyKnow,,"""Well then captain! I am glad to have been of service.""","gaFC_kapteynBarMore:""I still need more on Coureuse. Can you help?""
gaFC_kapteynBarDone:""Thanks. Enjoy your drink.""",
gaFCAskAroundKapteynBarProfit,DialogOptionSelected,$option == gaFC_kapteynBarYourProfit,"$askedAboutYourProfit = true 0
FireAll GAFCAskAroundKapteynBar4Hub","$gaFC_KBAHeOrShe shrugs. ""It's long-term planning, y'see. If you show up asking questions, it confirms that my customer made a wise purchase. Comes up they need to find something out, they come back to me.""

""Long-term planning, my friend. That's the difference between these deadbeat pirate lackeys and myself. I'm going to big places.""",,
gaFCAskAroundKapteynBarDone,DialogOptionSelected,$option == gaFC_kapteynBarDone,"AddPotentialContact
$option = backToBar 0
FireBest DialogOptionSelected","$gaFC_KBAHeOrShe gives an ironic salute, and says ""Look me up, captain. I'll be around if you want to do business."" $gaFC_KBAHeOrShe turns away and sips $gaFC_KBAhisOrHer drink.",,
gaFCAskAroundKapteynBarMore,DialogOptionSelected,"$option == gaFC_kapteynBarMore
Call $global.gaFC_ref updateData","Highlight $gaFC_kapteynBarBribeCost 
DoCanAffordCheck $gaFC_kapteynBarBribeCost gaFC_kapteynBarOfferBribe false","$gaFC_KBAHeOrShe sighs. ""Maybe. Look, this is a business. It's ... I'll need something more if I'm going to tell you this. $gaFC_kapteynBarBribeCost credits.""

$gaFC_KBAHeOrShe taps at $gaFC_KBAhisOrHer datapad and holds it out for you to confirm the transaction with your own.","gaFC_kapteynBarOfferBribe:Pay the credits
gaFC_kapteynBarDone:""I'll figure it out myself. Enjoy your drink.""",
gaFCKapteynBarBribe,DialogOptionSelected,$option == gaFC_kapteynBarOfferBribe,,"""Now you didn't hear this from me - because I don't mess with Pathers. They're all crazy. Don't care about credits one bit. Or they do, demanding tithes for this or that infraction against their Ludd-bedamned rules, but I just can't get a read on 'em.""

""There's a cell of them infiltrating Laicaille Habitat. Going after Coureuse, I gathered. Nothing else there worth the trouble.""","gaFC_kapteynBarOfferBribe2:""Do you have proof? Documentation?""",
gaFCKapteynBarBribe1,DialogOptionSelected,$option == gaFC_kapteynBarOfferBribe2,,"""Um. Look."" $gaFC_KBAHeOrShe goes into damage control mode, ""Like I said, I don't mess with Pathers. I found their operation, but I didn't dig. I didn't charge you that much, see? You've got the bodyguards and heavily armed $shipOrFleet, I'm just some thawed-out space-meat trying to make a living.""

$gaFC_KBAHeOrShe takes a deep breath, then says ""Look, I'm sorry it's not better info. But I'm not going there. Maybe if you ask around you can get their attention - they have a goal, they won't just pop you in a corridor and attract unnecessary attention. Find out how they're communicating with home base, maybe. These Pathers, they're all recent. They've got to be coordinating with leadership somehow.""

""Now please."" $gaFC_KBAHeOrShe finishes the drink in one big gulp, ""Good-bye and good luck."" $gaFC_KBAHeOrShe stands, and makes for an exit.",backToBar:Turn back to the bar,
# gaFC bother various people at Laicaille,,,,,,
gaFCLaicailleCommanderBother,PopulateOptions,"$postId == stationCommander
$market.id == laicaille_habitat
$global.gaFC_searchIsirah
!$askedAboutScylla",,,"gaFC_laicailleCommanderBother2:""I'm looking for Scylla Coureuse.""",
gaFCLaicailleCommanderBother2,DialogOptionSelected,$option == gaFC_laicailleCommanderBother2,,"""I don't know her. If this query does not concern station business, I'm going to become very disappointed, captain,"" $heOrShe glances at a readout, ""Whoever you are.""","gaFC_laicailleCommanderBother3:""This is very important."" (explain)
cutCommLink:Отключить связь",
gaFCLaicailleCommanderBother3,DialogOptionSelected,$option == gaFC_laicailleCommanderBother3,$askedAboutScylla = true,"The $post holds up $hisOrHer hand to stop you before you can even lay the groundwork.

""A wonderful story, I'm sure. Unfortunately I am very busy looking after the safety of this station and the surrounding volume. Between Pathers, pirates, and imaginative independent operators, the few resources given to me by the League are stretched very thin indeed. If you want to help, pay your tariffs, keep your transponder on, and stay out of trouble, thank-you captain.""

There is barely a moment between the end of $hisOrHer speech and termination of the comms link.",cutCommLink:Отключить связь,
# gaFC Laicaille Navarch,,,,,,
gaFCLaicailleNavarchBother,PopulateOptions,"$postId == portmaster
$market.id == laicaille_habitat
$global.gaFC_searchIsirah
!$askedAboutScylla",,,"gaFC_laicailleNavarchBother2:""I'm looking for Scylla Coureuse.""",
gaFCLaicailleNavarchBother2,DialogOptionSelected,$option == gaFC_laicailleNavarchBother2,$askedAboutScylla = true,"""Hmm, no ship by that name has come through recently,"" $heOrShe taps at a desk console. ""No, I'm afraid not. I don't believe I can help you find your lost ship, captain.""","gaFC_laicailleNavarchBother3:""No, I'm not looking for a ship. She's a person.""
cutCommLink:""Um. Thank you for your time.""",
gaFCLaicailleNavarchBother3,DialogOptionSelected,$option == gaFC_laicailleNavarchBother3,,"$HeOrShe looks up at you. ""Ah, of course. You'll want to query the station's public comm directory. Good day, citizen. Stay vigilant!""

Before you can respond, the comm link terminates and you find yourself staring at the crest of the Persean League Fleet.",cutCommLink:Отключить связь,
# gaFC Laicaille Quartermaster,,,,,,
gaFCLaicailleQuartermasterBother,PopulateOptions,"$postId == supplyOfficer
$market.id == laicaille_habitat
$global.gaFC_searchIsirah
!$askedAboutScylla",,,"gaFC_laicailleQuartermasterBother2:""I'm looking for Scylla Coureuse.""",
gaFCLaicailleQuartermasterBother2,DialogOptionSelected,$option == gaFC_laicailleQuartermasterBother2,,"""Oh, is that right? What is it, more black boxes to deliver to a 'need-to-know' location, and you need me to override station protocol?""

""Written orders."" $HeOrShe swipes with $hisOrHer hand to underline the point. ""No exceptions. I told you people this before. If anything goes wrong during intra-station transport of Ludd-knows-what you people are stowing away in your secret warehouse, it'll be my head in the airlock.""","cutCommLink:""Right, of course. I'll be back with those.""
gaFC_laicailleQuartermasterBother3:""Wait, what's this about a secret warehouse?""
gaFC_laicailleQuartermasterBother4:""I'm going to have to insist!"" (bluff)",
gaFCLaicailleQuartermasterBother3,DialogOptionSelected,$option == gaFC_laicailleQuartermasterBother3,"$askedAboutScylla = true
FireAll PopulateOptions","The $post looks at you almost apologetically. Almost.

""Not with that crew, huh? Good. You should have received customs and tariff forms automatically. Did you have some other business with my office?""",,
gaFCLaicailleQuartermasterBother4,DialogOptionSelected,$option == gaFC_laicailleQuartermasterBother4,"$askedAboutScylla = true
AdjustRepActivePerson INHOSPITABLE -1","""No exceptions,"" $HeOrShe says pointedly, then shuts off $hisOrHer end of the link, leaving you staring at the crest of Laicaille Habitat.",cutCommLink:Отключить связь,
# gaFC Laicaille Archon SEARCH_ISIRAH,,,,,,
gaFCArchonFirstContact,PopulateOptions,"$postId == baseCommander
$market.id == laicaille_habitat
$global.gaFC_searchIsirah
!$global.gaFC_visitCoureuse
Call $global.gaFC_ref updateData","$option = gaFC_archonSearchHubLeadIn 0
FireBest DialogOptionSelected",,,
gaFCArchonContactAfter,PopulateOptions,"$postId == baseCommander
$market.id == laicaille_habitat
$global.gaFC_visitCoureuse",,"Your connection request stalls on the archon's symbol of office, returning only generic out-of-office text.",cutCommLink:Отключить связь,# If player trys to call archon after arranging to meet on station; archon is waiting for player to visit.
gaFCArchonSearchHubLeadIn,DialogOptionSelected,$option == gaFC_archonSearchHubLeadIn,FireAll gaFCArchonSearchHubOption,,,
gaFCArchonSearchHubOption1,gaFCArchonSearchHubOption,!$askedAboutCoureuseAgain,,,"gaFC_archonAskCoureuse:""I'm looking for Scylla Coureuse.""",
gaFCArchonSearchHubOption2,gaFCArchonSearchHubOption,!$askedGalatiaIncident,,,"gaFC_archonAskGalatia:""Do you know anything about the Galatia incident?""",
gaFCArchonSearchHubOption3,gaFCArchonSearchHubOption,"$global.gaFC_isirahClues >= 2
$global.gaFC_knowWhereScyllaIs",,,"gaFC_archonConfront:""I know Coureuse is on this station and I can prove it.""",
gaFCArchonSearchHubOptionLeave,gaFCArchonSearchHubOption,,,,cutCommLink:Отключить связь,
gaFCArchonAskCoureuse,DialogOptionSelected,"$option == gaFC_archonAskCoureuse
!$askedAboutCoureuse","FireAll gaFCArchonSearchHubOption
$askedAboutCoureuse = true","""Oh?"" The archon's eyes flick off to one side then back to you, ""I don't think I've heard of her,"" $heOrShe says, recovering a placid tone of bureaucratic impatience. ""You know there's a public comms directory for this sort of thing, captain.""",,
gaFCArchonAskCoureuseAgain,DialogOptionSelected,"$option == gaFC_archonAskCoureuse
$askedAboutCoureuse
$global.gaFC_isirahClues < 2","$askedAboutCoureuseAgain = true 0
FireAll gaFCArchonSearchHubOption","""This again."" The archon's eyes flick off to one side then back to you, ""Like I told you before, there's a public comm directory. This is outside the purview of my office.""",,
gaFCArchonAskCoureuseAgainB,DialogOptionSelected,"$option == gaFC_archonAskCoureuse
$global.gaFC_isirahClues >= 2
$askedAboutCoureuse",,"""This again."" The archon's eyes flick off to one side then back to you, ""Like I told you before, there's a public comm directory. This is outside the purview of my office.""","gaFC_archonConfront:""And I can prove it.""",
